DK's(keep),TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,archiveType,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse,Remaining issues,last updated
310,RcDvhOD1NEn,PalMod2LiPD,GeoB1711_4,GeoB1711_4,,-23.315,12.3767,-1967,10.1016/S0031-0182(96)00136-8,10.1006/qres.1999.2040,"https://doi.pangaea.de/10.1594/PANGAEA.218245,https://doi.pangaea.de/10.1594/PANGAEA.58042,https://doi.pangaea.de/10.1594/PANGAEA.52469,https://doi.pangaea.de/10.1594/PANGAEA.143593",MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,,,,18.99047619,positive,400,135000,500,0.1724137931,Temp12k-reconsider,FALSE,"RSV, DSK",fails age control; fails resolution,http://lipdverse.org/globalHolocene/0_27_0/GeoB1711_4.html,,before July 15
738,GH06e59526,matlab,MD79257,MD79-257,,-20.4,36.3,,10.1029/2006GC001514,,,MarineSediment,foraminifera,assemblage,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.19930556,positive,1553.723,15695.489,249.596,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/MD79257.html,,before July 15
325,RNriVQHlPHh,PalMod2LiPD,GeoB9307_3,GeoB9307_3,,-18.565,37.38,-542,10.1038/nature10685,,https://doi.pangaea.de/10.1594/PANGAEA.771395,MarineSediment,TEX86,TEX86,,,,temperature,degC,abs,T,sea@surface,,,27.03939394,positive,270,16947,168,1.108269395,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB9307_3.html,,before July 15
692,R1p4PfiUdp8,PalMod2LiPD,M75_3_137_3,M75_3_137_3,,-18.2412,37.8685,-1339,10.1002/palo.20053,,"https://doi.pangaea.de/10.1594/PANGAEA.819999,https://doi.pangaea.de/10.1594/PANGAEA.820000,https://doi.pangaea.de/10.1594/PANGAEA.820001",MarineSediment,Mg/Ca,G. ruber white,,,oxidative cleaning only,temperature,degC,abs,T,sea@surface,,,24.48461538,positive,269,36834,211,0.5967095729,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/M75_3_137_3.html,,before July 15
693,RULOqqCg75A,PalMod2LiPD,M75_3_137_3,M75_3_137_3,,-18.2412,37.8685,-1339,10.1002/palo.20053,,"https://doi.pangaea.de/10.1594/PANGAEA.819999,https://doi.pangaea.de/10.1594/PANGAEA.820000,https://doi.pangaea.de/10.1594/PANGAEA.820001",MarineSediment,alkenone,UK37,,,UK37 reproducibility 0.015,temperature,degC,abs,T,sea@surface,,,27.2245614,positive,101,36199,199,0.5882847298,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/M75_3_137_3.html,,before July 15
304,GH5252e1e6,matlab,GeoB10235.Kim.2002,GeoB1023-5,,-17.2,11,,10.1016/S0012-821X(01)00545-6,,,MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,21.32661765,positive,310,12710,160,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB10235.Kim.2002.html,,before July 15
709,RGjzfXMedwV,PalMod2LiPD,MD01_2378,MD01_2378,,-13.0825,121.788,-1783,10.1029/2004PA001094,10.1029/2006PA001278,"https://doi.pangaea.de/10.1594/PANGAEA.263755,https://doi.pangaea.de/10.1594/PANGAEA.472294,https://doi.pangaea.de/10.1594/PANGAEA.712513,https://doi.pangaea.de/10.1594/PANGAEA.831197,https://doi.pangaea.de/10.1594/PANGAEA.263757,https://doi.pangaea.de/10.1594/PANGAEA.263759,https://doi.pangaea.de/10.1594/PANGAEA.263758,https://doi.pangaea.de/10.1594/PANGAEA.666556,https://doi.pangaea.de/10.1594/PANGAEA.666553",MarineSediment,Mg/Ca,G. ruber white,,,,temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,28.12298851,positive,730,23070,100,1.508429459,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/MD01_2378.html,,before July 15
864,GHdaff1a81,matlab,ODP1751078C,ODP175-1078C,,-11.9208,13.4002,,10.1029/2003GL017557,,,MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,,,24.10175439,positive,20,24740,250,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/ODP1751078C.html,,before July 15
698,WEB91c558e3,lipd.net,Malawi.Johnson.2016,Lake Malawi,,-11.2939,34.4372,500,10.1038/nature19065,,https://www.ncdc.noaa.gov/paleo-search/study/21890,LakeSediment,TEX86,TEX86,,,,temperatureCorrected,degC,anom,T,,1 2 3 4 5 6 7 8 9 10 11 12,annual,23.72341463,positive,360.961,1277346.101,236.9575,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Malawi.Johnson.2016.html,,before July 15
762,GHd91e00fa,matlab,MD982165,MD98-2165,,-9.7,118.3,-2100,10.1029/2006GC001514,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.87884906,positive,767,14689.3,209.5,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/MD982165.html,,before July 15
302,RVEVyMiHUW4,PalMod2LiPD,GeoB10069_3,GeoB10069_3,,-9.5948,120.917,-1250,10.1016/j.epsl.2013.11.032,,https://doi.pangaea.de/10.1594/PANGAEA.839404,MarineSediment,Mg/Ca,G. ruber white,,,added 10% for Mg loss during cleaning,temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.73217808,positive,470,35240,74,1.040763226,Temp12k,TRUE,DSK,passes resolution and chronology,http://lipdverse.org/globalHolocene/0_27_0/GeoB10069_3.html,,before July 15
303,LPD78bb3782,matlab,GeoB10069-3.Gibbons.2014,GeoB10069-3,,-9.0099,120.0153,-1250,10.1016/j.epsl.2013.11.032,,http://www.sciencedirect.com/science/article/pii/S0012821X13006663,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.79509786,positive,0.47,35.24,0.101,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB10069-3.Gibbons.2014.html,,before July 15
0.4,IC95THHU02D,matlab,NevadoHuascaran.Thompson.1995,Nevado Huascaran Core 2,,-9,-77.5,6048,10.1126/science.269.5220.46,,,GlacierIce,d18O,glacier ice,,,,d18O,permil,,T,air@surface,annual (but 80% of precipitation from Nov to May),,,positive,0,19099,,0,Temp-12k,FALSE,TO,100 year mean values,http://lipdverse.org/globalHolocene/0_27_0/NevadoHuascaran.Thompson.1995.html,,before July 15
78,GHc734e082,matlab,BJ8_13GGC,BJ813GGC,,-7.4,115.2,-594,10.1038/ngeo920,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.69491561,positive,169.18,10556.54,42.14,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/BJ8_13GGC.html,,before July 15
301,REFHcFMUP7Z,PalMod2LiPD,GeoB10043_3,GeoB10043_3,,-7.3092,105.0587,-2172,10.1002/2015PA002802,10.2458/azu_js_rc.55.16384,https://doi.pangaea.de/10.1594/PANGAEA.858594,MarineSediment,Mg/Ca,G. ruber white s.s.,,,,temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.75051282,positive,210,33630,220,0.9329940628,Temp12k,TRUE,DSK,passes resolution and chronology,http://lipdverse.org/globalHolocene/0_27_0/GeoB10043_3.html,,before July 15
309,Rg6l7FG8dg6,PalMod2LiPD,GeoB12615_4,GeoB12615_4,,-7.1383,39.8408,-446,10.5194/cp-10-293-2014,,https://doi.pangaea.de/10.1594/PANGAEA.829472,MarineSediment,Mg/Ca,G. ruber white,,,"calculated after Anand et al., 2003",temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,28.05873016,positive,766,38790,96,0.890154887,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB12615_4.html,,before July 15
300,RGIi8rzDMmj,PalMod2LiPD,GeoB10042_1,GeoB10042_1,,-7.1135,104.6425,-2460,10.1002/2015PA002802,10.2458/azu_js_rc.55.16384,https://doi.pangaea.de/10.1594/PANGAEA.858590,MarineSediment,Mg/Ca,G. ruber white s.s.,,,,temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.56631579,positve,4200,39420,120,1.538461538,Temp12k,TRUE,DSK,"youngest = 4.2 ka, but passes resolution & chronology",http://lipdverse.org/globalHolocene/0_27_0/GeoB10042_1.html,,before July 15
849,LPDa6797d7c,matlab,NP04KH3KH4.Tierney.2008,"NP04, KH3, KH4",,-6.7,29.8,773,10.1126/science.1160485,,,LakeSediment,TEX86,TEX86,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.8245614,positive,1313,14580,178.5,0,Temp12k,TRUE,,seasonal interpreation not explicitly stated but inferred based on general discussion in the text,http://lipdverse.org/globalHolocene/0_27_0/NP04KH3KH4.Tierney.2008.html,,before July 15
1024,dearFatcat100,matlab,SO139-74KL.Luckge.2008,SO139-74KL,,-6.543,103.833,-1690,10.1029/2008PA001627,,https://doi.pangaea.de/10.1594/PANGAEA.882100,MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.48431373,positive,1007,292000,37,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/SO139-74KL.Luckge.2008.html,,before July 15
299,GH4b2d276c,matlab,GeoB100384.Mohtadi.2010,GeoB10038-4,,-5.9,103.3,,10.1016/j.epsl.2010.01.024,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.14577273,positive,440,15230,472.353,0,Temp12k-reconsider,TRUE,DSK,fails resolution,http://lipdverse.org/globalHolocene/0_27_0/GeoB100384.Mohtadi.2010.html,,before July 15
319,GHd6662417,matlab,GeoB65181_MBT.Weijers.2007,GeoB6518-1,,-5.6,11.2,-962,10.1126/science.1138131,,,MarineSediment,GDGT,,,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,24.20952381,positive,30,14690,120,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB65181_MBT.Weijers.2007.html,,before July 15
320,GHfa7d77a6,matlab,GeoB65181.Schefu.2005,GeoB6518-1,,-5.6,11.2,-962,10.1038/nature03945,,,MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,24.41911765,positive,30,14690,142,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB65181.Schefu.2005.html,,before July 15
305,RWaSw2Is14j,PalMod2LiPD,GeoB12605_3,GeoB12605_3,,-5.5732,39.1082,-195,10.1002/2013PA002555,,https://doi.pangaea.de/10.1594/PANGAEA.833015,MarineSediment,Mg/Ca,G. ruber white s.s.,,,,temperature,degC,abs,T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.77172996,positive,1335,9710,28,1.194029851,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB12605_3.html,,before July 15
764,GH6d77af79,matlab,MD982176,MD98-2176,,-5,133.4,-2382,10.1126/science.1143791,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,29.00595215,positive,125.74,13171,43,0,Temp12k,TRUE,,seasonal interpreation not explicitly stated but inferred based on general discussion in the text,http://lipdverse.org/globalHolocene/0_27_0/MD982176.html,,before July 15
306,Rd2Af1YKtcn,PalMod2LiPD,GeoB12610_2,GeoB12610_2,,-4.8167,39.4237,-399,10.1002/jqs.2767,,https://doi.pangaea.de/10.1594/PANGAEA.841927,MarineSediment,Mg/Ca,G. ruber white s.s.,,,,temperature,degC,abs,T,,,,27.75244186,positive,350,33290,140,0.3433476395,Temp12k-reconsider,FALSE,"RSV, DSK",fails age control,http://lipdverse.org/globalHolocene/0_27_0/GeoB12610_2.html,,before July 15
307,REbryDj7Z9d,PalMod2LiPD,GeoB12610_2,GeoB12610_2,,-4.8167,39.4237,-399,10.1002/jqs.2767,,https://doi.pangaea.de/10.1594/PANGAEA.841927,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,,,,23.32825581,positive,350,33290,140,0.3433476395,Temp12k-reconsider,FALSE,"RSV, DSK",fails age control,http://lipdverse.org/globalHolocene/0_27_0/GeoB12610_2.html,,before July 15
308,LPD7de8d7c5,matlab,GeoB12610-2.Rippert.2015,GeoB12610,,-4.8167,39.4237,-399,10.1002/jqs.2767,,https://doi.org/10.1594/PANGAEA.841927,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.75244186,positive,350,33290,140,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB12610-2.Rippert.2015.html,,before July 15
311,GH874b8952,matlab,GeoB3129.Weldeab.2006,GeoB3129,,-4.6,-36.6,-830,10.1016/j.epsl.2005.11.012,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.24918919,positive,170,13900,160,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB3129.Weldeab.2006.html,,before July 15
313,GH73ebe4aa,matlab,GeoB3910.Jaeschke.2007,GeoB3910,,-4.2,-36.3,-2362,10.1029/2006PA001391,,,MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.89285714,positive,1310,14930,310,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB3910.Jaeschke.2007.html,,before July 15
695,RcA6vLnL9kR,PalMod2LiPD,M77_2_059_1,M77_2_059_1,,-3.9502,-81.3205,-997,10.1002/2014PA002706,10.1016/j.quascirev.2013.06.021,https://doi.pangaea.de/10.1594/PANGAEA.848848,MarineSediment,alkenone,UK37,after Prahl and Wakeham (1987),,,temperature,degC,abs,T,sea@surface,,,22.0972028,positive,63,17295,87,0.5864119963,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/M77_2_059_1.html,,before July 15
696,RIgJVtRWivz,PalMod2LiPD,M77_2_059_1,M77_2_059_1,,-3.9502,-81.3205,-997,10.1002/2014PA002706,10.1016/j.quascirev.2013.06.021,https://doi.pangaea.de/10.1594/PANGAEA.848848,MarineSediment,Mg/Ca,G. ruber white,,,,temperature,degC,abs,T,sea@surface,,,20.509375,positive,63,17295,87,0.5864119963,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/M77_2_059_1.html,,before July 15
694,RWjDY49jUxg,PalMod2LiPD,M77_2_056_5,M77_2_056_5,,-3.7498,-81.1247,-355,10.1002/2014PA002706,10.1016/j.quascirev.2013.06.021,https://doi.pangaea.de/10.1594/PANGAEA.848847,MarineSediment,Mg/Ca,G. ruber white,,,,temperature,degC,abs,T,sea@surface,,,22.24264706,positive,30,13150,60,0.9189640769,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/M77_2_056_5.html,,before July 15
343,R6WsAc5ruph,PalMod2LiPD,GiK18515_3,GiK18515_3,,-3.6298,119.36,688,10.1016/j.quascirev.2016.10.018,,https://doi.org/10.1594/PANGAEA.868615,MarineSediment,Mg/Ca,G. ruber white,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,28.19,positive,214,26421,50,0.7636178517,Temp12k,TRUE,DSK,"Youngest age is 3.1 ka, but not sure whether top = 0 ka",http://lipdverse.org/globalHolocene/0_27_0/GiK18515_3.html,,before July 15
79,GH26dc1687,matlab,BJ8_70GGC,BJ870GGC,,-3.6,119.4,-482,10.1038/ngeo920,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,28.39218391,positive,107,14126,101,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/BJ8_70GGC.html,,before July 15
1111,WEB127ac992,lipd.net,Victoria.Berke.2012,Victoria,,-1.2317,33.1983,1133,10.1016/j.quascirev.2012.08.014,,https://www.ncdc.noaa.gov/paleo/study/16618,LakeSediment,TEX86,TEX86,,,,temperature,degC,abs,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,24.13083929,positive,1372.664,15176.125,189.84,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Victoria.Berke.2012.html,,before July 15
1026,LPDdaddb218,matlab,SO189-39KL.Mohtadi.2014,SO189-119KL,,-0.7833,99.9,-517,10.1038/nature13196,,https://www.ncdc.noaa.gov/paleo/study/19139,MarineSediment,Mg/Ca,G ruber white s.s.,,,"calculated after Anand et al. (2003),N",temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,29.16899038,positive,410,45330,50,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/SO189-39KL.Mohtadi.2014.html,,before July 15
858,RxIqsPQXx4D,PalMod2LiPD,ODP_1240,ODP_1240,,0.02,-86.46,2920,10.1029/2008PA001620,,https://doi.org/10.1594/PANGAEA.736985,MarineSediment,Mg/Ca,,,,reductive cleaning,temperature,degC,abs,T,,,,25.67689655,positive,1910,10417,123,0.7053015164,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/ODP_1240.html,,before July 15
998,GH401cbc9d,matlab,SacredLake,SacredLake,,0.08,37.53,2350,10.1016/j.epsl.2012.09.031,,,LakeSediment,GDGT,,,,,temperature,degC,abs,T,,1 2 3 4 5 6 7 8 9 10 11 12,annual,19.26086957,positive,63,47730,213,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/SacredLake.html,,before July 15
1106,GH278c2090,matlab,V1927,V19-27,,0.47,-82.07,,10.1029/2003PA000894,,,MarineSediment,d18O,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,25.47666667,positive,1430,29840,530,0,Temp12k-reconsider,TRUE,DSK,fails resolution,http://lipdverse.org/globalHolocene/0_27_0/V1927.html,,before July 15
1087,R6RbrsQ3jYt,PalMod2LiPD,TR163_22,TR163_22,,0.5157,-92.3988,-2830,10.1016/j.quascirev.2005.11.010,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/tr163-22-tab.txt,MarineSediment,Mg/Ca,G. ruber,after Dekens et al. (2002),,,temperature,degC,abs,T,,,,24.38529412,positive,1200,135100,300,0.2777777778,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/TR163_22.html,,before July 15
1108,GH7c7f0f75,matlab,V2130,V21-30,,1.22,-89.68,-617,10.1029/2003PA000894,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,24.51956,positive,2434.545,27472.429,384.6995,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/V2130.html,,before July 15
1107,GH0b29c76c,matlab,V1928,V19-28,,2.37,-84.65,,10.1029/2003PA000894,,,MarineSediment,d18O,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,23.431875,positive,1890,28490,690,0,Temp12k-reconsider,TRUE,DSK,fails resolution,http://lipdverse.org/globalHolocene/0_27_0/V1928.html,,before July 15
314,LPD4767a673,matlab,GeoB4905.Weldeab.2005,GeoB4905,,2.5,9.4,-1328,10.1130/G21874.1,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.23895833,positive,60,14610,180,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/GeoB4905.Weldeab.2005.html,,before July 15
733,GH9c7c7fd8,matlab,MD032707.Weldeab.2007,MD03-2707,,2.5,9.4,-1295,10.1126/science.1140461,,,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,26.60985507,positive,360,13100,40,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/MD032707.Weldeab.2007.html,,before July 15
1101,LPD9cc3baf6,matlab,Turkana.Berke.2012,Turkana,,2.7125,36.537,360,10.1016/j.epsl.2012.07.008,,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:16589,LakeSediment,TEX86,TEX86,,,Kim 2010 calibration,temperature,degC,abs,T,lake@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,25.54840351,positive,1093.599,6022.916,82.43,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/Turkana.Berke.2012.html,,before July 15
1025,LPD35f2c581,matlab,SO189-119KL.Mohtadi.2014,SO189-119KL,,3.5167,96.3167,-808,10.1038/nature13196,,https://www.ncdc.noaa.gov/paleo/study/19139,MarineSediment,Mg/Ca,,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,29.37394737,positive,60,36060,290,0,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_27_0/SO189-119KL.Mohtadi.2014.html,,before July 15
334,RAEQs351spq,PalMod2LiPD,GIK18287_3,GIK18287_3,,5.663,110.6615,-598,"Department of Geosciences, Bremen University",10.1006/qres.2001.2235,"https://doi.pangaea.de/10.1594/PANGAEA.80131,https://doi.pangaea.de/10.1594/PANGAEA.80133,https://doi.pangaea.de/10.1594/PANGAEA.80151,https://doi.pangaea.de/10.1594/PANGAEA.80225,https://doi.pangaea.de/10.1594/PANGAEA.80152",MarineSediment,alkenone,UK37,,,,temperature,degC,abs,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,annual,27.61971429,positive,3389,16475,207,0.4645221229,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/GIK18287_3.html,,before July 15
335,RDMOGClBMqe,PalMod2LiPD,GIK18287_3,GIK18287_3,,5.663,110.6615,-598,"Department of Geosciences, Bremen University",10.1006/qres.2001.2235,"https://doi.pangaea.de/10.1594/PANGAEA.80131,https://doi.pangaea.de/10.1594/PANGAEA.80133,https://doi.pangaea.de/10.1594/PANGAEA.80151,https://doi.pangaea.de/10.1594/PANGAEA.80225,https://doi.pangaea.de/10.1594/PANGAEA.80152",MarineSediment,foraminifera,assemblage,,,"Transfer function, FP-12E",temperature,degC,abs,T,sea@surface,Summer,summer+,29.12769231,positive,3932,16475,362,0.4957858205,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/GIK18287_3.html,,before July 15
336,RFll7vxohbw,PalMod2LiPD,GIK18287_3,GIK18287_3,,5.663,110.6615,-598,"Department of Geosciences, Bremen University",10.1006/qres.2001.2235,"https://doi.pangaea.de/10.1594/PANGAEA.80131,https://doi.pangaea.de/10.1594/PANGAEA.80133,https://doi.pangaea.de/10.1594/PANGAEA.80151,https://doi.pangaea.de/10.1594/PANGAEA.80225,https://doi.pangaea.de/10.1594/PANGAEA.80152",MarineSediment,foraminifera,assemblage,,,MAT-RAM,temperature,degC,abs,T,sea@surface,winter,winter+,25.76346154,positive,3932,16475,362,0.4957858205,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/GIK18287_3.html,,before July 15
337,RguW3zLkOQ3,PalMod2LiPD,GIK18287_3,GIK18287_3,,5.663,110.6615,-598,"Department of Geosciences, Bremen University",10.1006/qres.2001.2235,"https://doi.pangaea.de/10.1594/PANGAEA.80131,https://doi.pangaea.de/10.1594/PANGAEA.80133,https://doi.pangaea.de/10.1594/PANGAEA.80151,https://doi.pangaea.de/10.1594/PANGAEA.80225,https://doi.pangaea.de/10.1594/PANGAEA.80152",MarineSediment,foraminifera,assemblage,,,SIMMAX unweighted,temperature,degC,abs,T,sea@surface,Summer,summer+,28.87307692,positive,3932,16475,362,0.4957858205,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/GIK18287_3.html,,before July 15
338,Rm5tPDHQK4u,PalMod2LiPD,GIK18287_3,GIK18287_3,,5.663,110.6615,-598,"Department of Geosciences, Bremen University",10.1006/qres.2001.2235,"https://doi.pangaea.de/10.1594/PANGAEA.80131,https://doi.pangaea.de/10.1594/PANGAEA.80133,https://doi.pangaea.de/10.1594/PANGAEA.80151,https://doi.pangaea.de/10.1594/PANGAEA.80225,https://doi.pangaea.de/10.1594/PANGAEA.80152",MarineSediment,foraminifera,assemblage,,,SIMMAX unweighted,temperature,degC,abs,T,sea@surface,winter,winter+,26.64923077,positive,3932,16475,362,0.4957858205,Temp12k-reconsider,FALSE,RSV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_27_0/GIK18287_3.html,,before July 15
